index,section_id,direction,point_time,traffic_flow_total,avg_speed_car,time_calc,if_next_time,hour_minutes_sin,hour_minutes_cos
7815532,G1-3,上行,2021-10-18 15:15:00,27,100,20211018151500,1,0.9161879571171359,-0.40074883310314097
30047,G1-3,上行,2021-10-18 15:30:00,156,100,20211018153000,1,0.9081431738250815,-0.4186597375374278
580323,G1-3,上行,2021-10-18 15:45:00,112,100,20211018154500,1,0.8997482840522215,-0.4364092406733419
4416447,G1-3,上行,2021-10-18 16:00:00,198,100,20211018160000,1,0.8660254037844386,-0.5000000000000002
7347999,G1-3,上行,2021-10-18 16:15:00,94,100,20211018161500,1,0.8560416229147715,-0.5169068966820274
2542641,G1-3,上行,2021-10-18 16:30:00,87,100,20211018163000,1,0.8457278217039732,-0.5336145159156115
2062235,G1-3,上行,2021-10-18 16:45:00,156,100,20211018164500,1,0.8350879763187433,-0.550116416595493
30395,G1-3,上行,2021-10-18 17:00:00,149,100,20211018170000,1,0.7933533402912354,-0.6087614290087203
7009418,G1-3,上行,2021-10-18 17:15:00,137,100,20211018171500,1,0.7812481792047588,-0.6242205399450175
3990625,G1-3,上行,2021-10-18 17:30:00,143,100,20211018173000,1,0.7688418320734594,-0.639439001980585
2817905,G1-3,上行,2021-10-18 17:45:00,125,100,20211018174500,1,0.7561390817803229,-0.6544109481086103
7534905,G1-3,上行,2021-10-18 18:00:00,152,100,20211018180000,1,0.7071067811865476,-0.7071067811865475
6096638,G1-3,上行,2021-10-18 18:15:00,130,100,20211018181500,1,0.6930873625456359,-0.7208535967029188
574019,G1-3,上行,2021-10-18 18:30:00,145,100,20211018183000,1,0.678800745532942,-0.7343225094356853
2156842,G1-3,上行,2021-10-18 18:45:00,124,100,20211018184500,1,0.6642524379112819,-0.7475083268625966
7235862,G1-3,上行,2021-10-18 19:00:00,135,100,20211018190000,1,0.6087614290087204,-0.7933533402912353
5230627,G1-3,上行,2021-10-18 19:15:00,114,100,20211018191500,1,0.5930676289532372,-0.8051526485628582
7055139,G1-3,上行,2021-10-18 19:30:00,111,100,20211018193000,1,0.5771451900372336,-0.8166415551616789
6520159,G1-3,上行,2021-10-18 19:45:00,125,100,20211018194500,1,0.5610002506640102,-0.8278156308955019
31510,G1-3,上行,2021-10-18 20:00:00,98,100,20211018200000,1,0.5000000000000003,-0.8660254037844385
1938990,G1-3,上行,2021-10-18 20:15:00,28,100,20211018201500,1,0.48290034380003755,-0.8756753153753996
3298587,G1-3,上行,2021-10-18 20:30:00,40,100,20211018203000,1,0.4656145203251112,-0.884987637463042
3535561,G1-3,上行,2021-10-18 20:45:00,94,100,20211018204500,1,0.4481491935892226,-0.8939587799699321
7912930,G1-3,上行,2021-10-18 21:00:00,97,100,20211018210000,1,0.3826834323650899,-0.9238795325112867
4447677,G1-3,上行,2021-10-18 21:15:00,86,100,20211018211500,1,0.36447049987914965,-0.9312149347588036
5063703,G1-3,上行,2021-10-18 21:30:00,106,100,20211018213000,1,0.3461170570774933,-0.938191335922484
2524711,G1-3,上行,2021-10-18 21:45:00,25,100,20211018214500,1,0.3276301795616937,-0.9448060464668779
6949930,G1-3,上行,2021-10-18 22:00:00,33,100,20211018220000,1,0.2588190451025206,-0.9659258262890683
804439,G1-3,上行,2021-10-18 22:15:00,92,100,20211018221500,1,0.23980446465501667,-0.9708212084269281
5040161,G1-3,上行,2021-10-18 22:30:00,100,100,20211018223000,1,0.22069743502150113,-0.9753423205085127
7403064,G1-3,上行,2021-10-18 22:45:00,83,100,20211018224500,1,0.2015053223256175,-0.9794874195590513
6419933,G1-3,上行,2021-10-18 23:00:00,78,100,20211018230000,1,0.130526192220052,-0.9914448613738104
2017375,G1-3,上行,2021-10-18 23:15:00,83,100,20211018231500,1,0.111035308554278,-0.9938164620563781
3126676,G1-3,上行,2021-10-18 23:30:00,71,100,20211018233000,1,0.09150161866340213,-0.9958049275746618
6567921,G1-3,上行,2021-10-18 23:45:00,68,100,20211018234500,1,0.07193265315671947,-0.9974094913373519
482542,G1-3,上行,2021-10-18 24:00:00,51,100,20211018240000,1,1.2246467991473532e-16,-1.0
