index,section_id,direction,point_time,traffic_flow_total,avg_speed_car,time_calc,if_next_time,hour_minutes_sin,hour_minutes_cos
5043387,S15-2,上行,2021-01-01 00:15:00,29,104,20210101001500,1,0.0196336924606283,0.9998072404820648
3311686,S15-2,上行,2021-01-01 00:30:00,40,104,20210101003000,1,0.03925981575906861,0.9992290362407229
1019184,S15-2,上行,2021-01-01 00:45:00,27,105,20210101004500,1,0.05887080365118903,0.9982656101847159
7455473,S15-2,上行,2021-01-01 01:00:00,32,103,20210101010000,1,0.1305261922200516,0.9914448613738104
3366176,S15-2,上行,2021-01-01 01:15:00,38,104,20210101011500,1,0.149966755554045,0.9886910398241674
7953994,S15-2,上行,2021-01-01 01:30:00,31,103,20210101013000,1,0.16934950384902459,0.9855560590580777
4879356,S15-2,上行,2021-01-01 01:45:00,33,100,20210101014500,1,0.18866696468655522,0.9820411276703039
6725553,S15-2,上行,2021-01-01 02:00:00,40,94,20210101020000,1,0.2588190451025208,0.9659258262890683
8390883,S15-2,上行,2021-01-01 02:15:00,37,89,20210101021500,1,0.2777338458812922,0.9606580613579353
520947,S15-2,上行,2021-01-01 02:30:00,52,94,20210101023000,1,0.296541574975571,0.9550199444571866
7079878,S15-2,上行,2021-01-01 02:45:00,43,97,20210101024500,1,0.31523498164776964,0.949013649188214
3167080,S15-2,上行,2021-01-01 03:00:00,37,96,20210101030000,1,0.3826834323650898,0.9238795325112867
1803839,S15-2,上行,2021-01-01 03:15:00,27,83,20210101031500,1,0.40074883310314097,0.916187957117136
7758584,S15-2,上行,2021-01-01 03:30:00,22,85,20210101033000,1,0.418659737537428,0.9081431738250814
499728,S15-2,上行,2021-01-01 03:45:00,23,86,20210101034500,1,0.43640924067334214,0.8997482840522214
4928879,S15-2,上行,2021-01-01 04:00:00,20,91,20210101040000,1,0.5,0.8660254037844386
955519,S15-2,上行,2021-01-01 04:15:00,22,86,20210101041500,1,0.5169068966820275,0.8560416229147715
6225513,S15-2,上行,2021-01-01 04:30:00,21,83,20210101043000,1,0.5336145159156115,0.8457278217039733
7461953,S15-2,上行,2021-01-01 04:45:00,19,87,20210101044500,1,0.5501164165954933,0.8350879763187431
782283,S15-2,上行,2021-01-01 05:00:00,22,94,20210101050000,1,0.6087614290087205,0.7933533402912353
1364659,S15-2,上行,2021-01-01 05:15:00,26,94,20210101051500,1,0.6242205399450177,0.7812481792047585
2905204,S15-2,上行,2021-01-01 05:30:00,31,96,20210101053000,1,0.6394390019805848,0.7688418320734595
1453821,S15-2,上行,2021-01-01 05:45:00,24,102,20210101054500,1,0.6544109481086103,0.7561390817803227
7309131,S15-2,上行,2021-01-01 06:00:00,33,101,20210101060000,1,0.7071067811865476,0.7071067811865476
5991642,S15-2,上行,2021-01-01 06:15:00,21,100,20210101061500,1,0.7208535967029188,0.6930873625456359
8261252,S15-2,上行,2021-01-01 06:30:00,6,88,20210101063000,1,0.7343225094356856,0.6788007455329418
5119214,S15-2,上行,2021-01-01 06:45:00,6,100,20210101064500,1,0.7475083268625967,0.6642524379112817
3880039,S15-2,上行,2021-01-01 07:00:00,6,100,20210101070000,0,0.7933533402912352,0.6087614290087207
1627562,S15-2,上行,2021-01-01 07:30:00,1,100,20210101073000,0,0.8166415551616789,0.5771451900372336
7627062,S15-2,上行,2021-01-01 08:00:00,5,100,20210101080000,0,0.8660254037844387,0.4999999999999999
1877952,S15-2,上行,2021-01-01 08:30:00,4,100,20210101083000,1,0.8849876374630418,0.4656145203251115
8435205,S15-2,上行,2021-01-01 08:45:00,3,100,20210101084500,1,0.8939587799699321,0.44814919358922256
3741171,S15-2,上行,2021-01-01 09:00:00,5,103,20210101090000,1,0.9238795325112867,0.38268343236508984
6196717,S15-2,上行,2021-01-01 09:15:00,4,103,20210101091500,1,0.9312149347588035,0.3644704998791498
2242040,S15-2,上行,2021-01-01 09:30:00,3,104,20210101093000,1,0.9381913359224842,0.346117057077493
5025330,S15-2,上行,2021-01-01 09:45:00,10,100,20210101094500,0,0.9448060464668779,0.32763017956169366
2018916,S15-2,上行,2021-01-01 10:15:00,4,100,20210101101500,0,0.9708212084269281,0.2398044646550164
8007708,S15-2,上行,2021-01-01 10:45:00,4,100,20210101104500,1,0.9794874195590514,0.20150532232561721
8494253,S15-2,上行,2021-01-01 11:00:00,1,100,20210101110000,1,0.9914448613738104,0.1305261922200515
2797116,S15-2,上行,2021-01-01 11:15:00,10,100,20210101111500,1,0.9938164620563781,0.1110353085542777
8228213,S15-2,上行,2021-01-01 11:30:00,7,100,20210101113000,1,0.9958049275746618,0.09150161866340252
7731911,S15-2,上行,2021-01-01 11:45:00,20,100,20210101114500,1,0.9974094913373519,0.07193265315671941
1218584,S15-2,上行,2021-01-01 12:00:00,32,100,20210101120000,1,1.0,6.123233995736766e-17
6272850,S15-2,上行,2021-01-01 12:15:00,3,100,20210101121500,1,0.9998072404820648,-0.01963369246062813
4065392,S15-2,上行,2021-01-01 12:30:00,7,100,20210101123000,0,0.9992290362407229,-0.03925981575906855
1392247,S15-2,上行,2021-01-01 13:00:00,7,100,20210101130000,0,0.9914448613738105,-0.13052619222005138
1333516,S15-2,上行,2021-01-01 13:30:00,13,100,20210101133000,0,0.9855560590580777,-0.1693495038490246
1781826,S15-2,上行,2021-01-01 14:00:00,3,100,20210101140000,1,0.9659258262890683,-0.25881904510252063
8448476,S15-2,上行,2021-01-01 14:15:00,1,100,20210101141500,1,0.9606580613579353,-0.2777338458812922
