index,section_id,direction,point_time,traffic_flow_total,avg_speed_car,time_calc,if_next_time,hour_minutes_sin,hour_minutes_cos
5442486,G1-2,上行,2021-10-18 15:15:00,27,100,20211018151500,1,0.9161879571171359,-0.40074883310314097
29504,G1-2,上行,2021-10-18 15:30:00,156,100,20211018153000,1,0.9081431738250815,-0.4186597375374278
29697,G1-2,上行,2021-10-18 15:45:00,112,100,20211018154500,1,0.8997482840522215,-0.4364092406733419
7807646,G1-2,上行,2021-10-18 16:00:00,198,100,20211018160000,1,0.8660254037844386,-0.5000000000000002
30319,G1-2,上行,2021-10-18 16:15:00,94,100,20211018161500,1,0.8560416229147715,-0.5169068966820274
4004170,G1-2,上行,2021-10-18 16:30:00,87,100,20211018163000,1,0.8457278217039732,-0.5336145159156115
30453,G1-2,上行,2021-10-18 16:45:00,156,100,20211018164500,1,0.8350879763187433,-0.550116416595493
5169166,G1-2,上行,2021-10-18 17:00:00,149,100,20211018170000,1,0.7933533402912354,-0.6087614290087203
4455941,G1-2,上行,2021-10-18 17:15:00,137,100,20211018171500,1,0.7812481792047588,-0.6242205399450175
7043504,G1-2,上行,2021-10-18 17:30:00,143,100,20211018173000,1,0.7688418320734594,-0.639439001980585
28964,G1-2,上行,2021-10-18 17:45:00,125,100,20211018174500,1,0.7561390817803229,-0.6544109481086103
5425081,G1-2,上行,2021-10-18 18:00:00,152,100,20211018180000,1,0.7071067811865476,-0.7071067811865475
1119521,G1-2,上行,2021-10-18 18:15:00,130,100,20211018181500,1,0.6930873625456359,-0.7208535967029188
4079841,G1-2,上行,2021-10-18 18:30:00,145,100,20211018183000,1,0.678800745532942,-0.7343225094356853
5425873,G1-2,上行,2021-10-18 18:45:00,124,100,20211018184500,1,0.6642524379112819,-0.7475083268625966
1044095,G1-2,上行,2021-10-18 19:00:00,135,100,20211018190000,1,0.6087614290087204,-0.7933533402912353
7173490,G1-2,上行,2021-10-18 19:15:00,114,100,20211018191500,1,0.5930676289532372,-0.8051526485628582
6170209,G1-2,上行,2021-10-18 19:30:00,111,100,20211018193000,1,0.5771451900372336,-0.8166415551616789
4127375,G1-2,上行,2021-10-18 19:45:00,125,100,20211018194500,1,0.5610002506640102,-0.8278156308955019
7604796,G1-2,上行,2021-10-18 20:00:00,98,100,20211018200000,1,0.5000000000000003,-0.8660254037844385
5261884,G1-2,上行,2021-10-18 20:15:00,28,100,20211018201500,1,0.48290034380003755,-0.8756753153753996
7561997,G1-2,上行,2021-10-18 20:30:00,40,100,20211018203000,1,0.4656145203251112,-0.884987637463042
2790771,G1-2,上行,2021-10-18 20:45:00,94,100,20211018204500,1,0.4481491935892226,-0.8939587799699321
2966298,G1-2,上行,2021-10-18 21:00:00,97,100,20211018210000,1,0.3826834323650899,-0.9238795325112867
7023260,G1-2,上行,2021-10-18 21:15:00,86,100,20211018211500,1,0.36447049987914965,-0.9312149347588036
6551811,G1-2,上行,2021-10-18 21:30:00,106,100,20211018213000,1,0.3461170570774933,-0.938191335922484
7962590,G1-2,上行,2021-10-18 21:45:00,25,100,20211018214500,1,0.3276301795616937,-0.9448060464668779
6154812,G1-2,上行,2021-10-18 22:00:00,33,100,20211018220000,1,0.2588190451025206,-0.9659258262890683
3308335,G1-2,上行,2021-10-18 22:15:00,92,100,20211018221500,1,0.23980446465501667,-0.9708212084269281
1897848,G1-2,上行,2021-10-18 22:30:00,100,100,20211018223000,1,0.22069743502150113,-0.9753423205085127
7710752,G1-2,上行,2021-10-18 22:45:00,83,100,20211018224500,1,0.2015053223256175,-0.9794874195590513
29237,G1-2,上行,2021-10-18 23:00:00,78,100,20211018230000,1,0.130526192220052,-0.9914448613738104
6292694,G1-2,上行,2021-10-18 23:15:00,83,100,20211018231500,1,0.111035308554278,-0.9938164620563781
1377365,G1-2,上行,2021-10-18 23:30:00,71,100,20211018233000,1,0.09150161866340213,-0.9958049275746618
2443256,G1-2,上行,2021-10-18 23:45:00,68,100,20211018234500,1,0.07193265315671947,-0.9974094913373519
7298849,G1-2,上行,2021-10-18 24:00:00,51,100,20211018240000,1,1.2246467991473532e-16,-1.0
1389169,G1-2,上行,2021-10-19 00:15:00,66,100,20211019001500,1,0.0196336924606283,0.9998072404820648
3035431,G1-2,上行,2021-10-19 00:30:00,70,100,20211019003000,1,0.03925981575906861,0.9992290362407229
4558001,G1-2,上行,2021-10-19 00:45:00,75,100,20211019004500,1,0.05887080365118903,0.9982656101847159
2850882,G1-2,上行,2021-10-19 01:00:00,46,100,20211019010000,1,0.1305261922200516,0.9914448613738104
7398712,G1-2,上行,2021-10-19 01:15:00,45,100,20211019011500,1,0.149966755554045,0.9886910398241674
5426505,G1-2,上行,2021-10-19 01:30:00,54,100,20211019013000,1,0.16934950384902459,0.9855560590580777
3475333,G1-2,上行,2021-10-19 01:45:00,30,100,20211019014500,1,0.18866696468655522,0.9820411276703039
819031,G1-2,上行,2021-10-19 02:00:00,53,100,20211019020000,1,0.2588190451025208,0.9659258262890683
2634961,G1-2,上行,2021-10-19 02:15:00,53,100,20211019021500,1,0.2777338458812922,0.9606580613579353
30572,G1-2,上行,2021-10-19 02:30:00,55,100,20211019023000,1,0.296541574975571,0.9550199444571866
3976691,G1-2,上行,2021-10-19 02:45:00,16,100,20211019024500,1,0.31523498164776964,0.949013649188214
1328194,G1-2,上行,2021-10-19 03:00:00,15,100,20211019030000,1,0.3826834323650898,0.9238795325112867
4423066,G1-2,上行,2021-10-19 03:15:00,36,100,20211019031500,1,0.40074883310314097,0.916187957117136
6855484,G1-2,上行,2021-10-19 03:30:00,55,100,20211019033000,1,0.418659737537428,0.9081431738250814
2068316,G1-2,上行,2021-10-19 03:45:00,41,100,20211019034500,1,0.43640924067334214,0.8997482840522214
5424767,G1-2,上行,2021-10-19 04:00:00,48,100,20211019040000,1,0.5,0.8660254037844386
986752,G1-2,上行,2021-10-19 04:15:00,60,100,20211019041500,1,0.5169068966820275,0.8560416229147715
5424410,G1-2,上行,2021-10-19 04:30:00,64,100,20211019043000,1,0.5336145159156115,0.8457278217039733
3926941,G1-2,上行,2021-10-19 04:45:00,60,100,20211019044500,1,0.5501164165954933,0.8350879763187431
3392673,G1-2,上行,2021-10-19 05:00:00,67,100,20211019050000,1,0.6087614290087205,0.7933533402912353
7513185,G1-2,上行,2021-10-19 05:15:00,68,100,20211019051500,1,0.6242205399450177,0.7812481792047585
3218877,G1-2,上行,2021-10-19 05:30:00,75,100,20211019053000,1,0.6394390019805848,0.7688418320734595
2990016,G1-2,上行,2021-10-19 05:45:00,24,100,20211019054500,1,0.6544109481086103,0.7561390817803227
1890448,G1-2,上行,2021-10-19 06:00:00,11,100,20211019060000,1,0.7071067811865476,0.7071067811865476
4240737,G1-2,上行,2021-10-19 06:15:00,56,100,20211019061500,1,0.7208535967029188,0.6930873625456359
30193,G1-2,上行,2021-10-19 06:30:00,88,100,20211019063000,1,0.7343225094356856,0.6788007455329418
4871769,G1-2,上行,2021-10-19 06:45:00,78,100,20211019064500,1,0.7475083268625967,0.6642524379112817
547658,G1-2,上行,2021-10-19 07:00:00,76,100,20211019070000,1,0.7933533402912352,0.6087614290087207
5214665,G1-2,上行,2021-10-19 07:15:00,90,100,20211019071500,1,0.8051526485628583,0.5930676289532371
7063154,G1-2,上行,2021-10-19 07:30:00,96,100,20211019073000,1,0.8166415551616789,0.5771451900372336
2487959,G1-2,上行,2021-10-19 07:45:00,98,100,20211019074500,1,0.8278156308955021,0.5610002506640098
556999,G1-2,上行,2021-10-19 08:00:00,98,100,20211019080000,1,0.8660254037844387,0.4999999999999999
4451498,G1-2,上行,2021-10-19 08:15:00,108,100,20211019081500,1,0.8756753153753997,0.4829003438000373
4530384,G1-2,上行,2021-10-19 08:30:00,123,100,20211019083000,1,0.8849876374630418,0.4656145203251115
2001598,G1-2,上行,2021-10-19 08:45:00,101,100,20211019084500,1,0.8939587799699321,0.44814919358922256
5087205,G1-2,上行,2021-10-19 09:00:00,142,100,20211019090000,1,0.9238795325112867,0.38268343236508984
2091290,G1-2,上行,2021-10-19 09:15:00,110,100,20211019091500,1,0.9312149347588035,0.3644704998791498
972716,G1-2,上行,2021-10-19 09:30:00,121,100,20211019093000,1,0.9381913359224842,0.346117057077493
4871714,G1-2,上行,2021-10-19 09:45:00,133,100,20211019094500,1,0.9448060464668779,0.32763017956169366
3001531,G1-2,上行,2021-10-19 10:00:00,142,100,20211019100000,1,0.9659258262890682,0.25881904510252096
2000384,G1-2,上行,2021-10-19 10:15:00,135,100,20211019101500,1,0.9708212084269281,0.2398044646550164
4700370,G1-2,上行,2021-10-19 10:30:00,130,100,20211019103000,1,0.9753423205085127,0.22069743502150108
5033668,G1-2,上行,2021-10-19 10:45:00,137,100,20211019104500,1,0.9794874195590514,0.20150532232561721
6736113,G1-2,上行,2021-10-19 11:00:00,175,100,20211019110000,1,0.9914448613738104,0.1305261922200515
5109778,G1-2,上行,2021-10-19 11:15:00,145,100,20211019111500,1,0.9938164620563781,0.1110353085542777
2443225,G1-2,上行,2021-10-19 11:30:00,172,100,20211019113000,1,0.9958049275746618,0.09150161866340252
6950484,G1-2,上行,2021-10-19 11:45:00,162,100,20211019114500,1,0.9974094913373519,0.07193265315671941
2161031,G1-2,上行,2021-10-19 12:00:00,158,100,20211019120000,1,1.0,6.123233995736766e-17
3366880,G1-2,上行,2021-10-19 12:15:00,50,100,20211019121500,1,0.9998072404820648,-0.01963369246062813
3379636,G1-2,上行,2021-10-19 12:30:00,43,100,20211019123000,1,0.9992290362407229,-0.03925981575906855
2327674,G1-2,上行,2021-10-19 12:45:00,143,100,20211019124500,1,0.9982656101847159,-0.05887080365118886
6199822,G1-2,上行,2021-10-19 13:00:00,149,100,20211019130000,1,0.9914448613738105,-0.13052619222005138
6354969,G1-2,上行,2021-10-19 13:15:00,167,100,20211019131500,1,0.9886910398241674,-0.1499667555540449
2142588,G1-2,上行,2021-10-19 13:30:00,171,100,20211019133000,1,0.9855560590580777,-0.1693495038490246
2264435,G1-2,上行,2021-10-19 13:45:00,157,100,20211019134500,1,0.9820411276703039,-0.18866696468655514
4505223,G1-2,上行,2021-10-19 14:00:00,155,100,20211019140000,1,0.9659258262890683,-0.25881904510252063
29616,G1-2,上行,2021-10-19 14:15:00,126,100,20211019141500,1,0.9606580613579353,-0.2777338458812922
2043679,G1-2,上行,2021-10-19 14:30:00,69,100,20211019143000,1,0.9550199444571866,-0.29654157497557104
4098292,G1-2,上行,2021-10-19 14:45:00,118,100,20211019144500,1,0.949013649188214,-0.31523498164776964
6445136,G1-2,上行,2021-10-19 15:00:00,160,100,20211019150000,1,0.9238795325112867,-0.3826834323650897
7023318,G1-2,上行,2021-10-19 15:15:00,153,100,20211019151500,1,0.9161879571171359,-0.40074883310314097
7043563,G1-2,上行,2021-10-19 15:30:00,146,100,20211019153000,1,0.9081431738250815,-0.4186597375374278
4967215,G1-2,上行,2021-10-19 15:45:00,150,100,20211019154500,1,0.8997482840522215,-0.4364092406733419
2327724,G1-2,上行,2021-10-19 16:00:00,179,100,20211019160000,1,0.8660254037844386,-0.5000000000000002
4098248,G1-2,上行,2021-10-19 16:15:00,142,100,20211019161500,1,0.8560416229147715,-0.5169068966820274
784398,G1-2,上行,2021-10-19 16:30:00,151,100,20211019163000,1,0.8457278217039732,-0.5336145159156115
4704024,G1-2,上行,2021-10-19 16:45:00,153,100,20211019164500,1,0.8350879763187433,-0.550116416595493
4141045,G1-2,上行,2021-10-19 17:00:00,180,100,20211019170000,1,0.7933533402912354,-0.6087614290087203
784351,G1-2,上行,2021-10-19 17:15:00,132,100,20211019171500,1,0.7812481792047588,-0.6242205399450175
528276,G1-2,上行,2021-10-19 17:30:00,138,100,20211019173000,1,0.7688418320734594,-0.639439001980585
3984477,G1-2,上行,2021-10-19 17:45:00,125,100,20211019174500,1,0.7561390817803229,-0.6544109481086103
558000,G1-2,上行,2021-10-19 18:00:00,136,100,20211019180000,1,0.7071067811865476,-0.7071067811865475
2791700,G1-2,上行,2021-10-19 18:15:00,79,100,20211019181500,1,0.6930873625456359,-0.7208535967029188
2155905,G1-2,上行,2021-10-19 18:30:00,52,100,20211019183000,1,0.678800745532942,-0.7343225094356853
4494917,G1-2,上行,2021-10-19 18:45:00,98,100,20211019184500,1,0.6642524379112819,-0.7475083268625966
3927038,G1-2,上行,2021-10-19 19:00:00,141,100,20211019190000,1,0.6087614290087204,-0.7933533402912353
7229289,G1-2,上行,2021-10-19 19:15:00,95,100,20211019191500,1,0.5930676289532372,-0.8051526485628582
2570198,G1-2,上行,2021-10-19 19:30:00,97,100,20211019193000,1,0.5771451900372336,-0.8166415551616789
6199751,G1-2,上行,2021-10-19 19:45:00,107,100,20211019194500,1,0.5610002506640102,-0.8278156308955019
2001550,G1-2,上行,2021-10-19 20:00:00,113,100,20211019200000,1,0.5000000000000003,-0.8660254037844385
5541875,G1-2,上行,2021-10-19 20:15:00,122,100,20211019201500,1,0.48290034380003755,-0.8756753153753996
986552,G1-2,上行,2021-10-19 20:30:00,41,100,20211019203000,1,0.4656145203251112,-0.884987637463042
4557402,G1-2,上行,2021-10-19 20:45:00,102,100,20211019204500,1,0.4481491935892226,-0.8939587799699321
29370,G1-2,上行,2021-10-19 21:00:00,102,100,20211019210000,1,0.3826834323650899,-0.9238795325112867
2386043,G1-2,上行,2021-10-19 21:15:00,96,100,20211019211500,1,0.36447049987914965,-0.9312149347588036
6975575,G1-2,上行,2021-10-19 21:30:00,113,100,20211019213000,1,0.3461170570774933,-0.938191335922484
8195690,G1-2,上行,2021-10-19 21:45:00,32,100,20211019214500,1,0.3276301795616937,-0.9448060464668779
