index,section_id,direction,point_time,traffic_flow_total,avg_speed_car,time_calc,if_next_time,hour_minutes_sin,hour_minutes_cos
30758,G1-3,下行,2021-10-18 15:15:00,72,100,20211018151500,1,0.9161879571171359,-0.40074883310314097
7239647,G1-3,下行,2021-10-18 15:30:00,171,100,20211018153000,1,0.9081431738250815,-0.4186597375374278
4603400,G1-3,下行,2021-10-18 15:45:00,155,100,20211018154500,1,0.8997482840522215,-0.4364092406733419
29910,G1-3,下行,2021-10-18 16:00:00,190,100,20211018160000,1,0.8660254037844386,-0.5000000000000002
1115289,G1-3,下行,2021-10-18 16:15:00,117,100,20211018161500,1,0.8560416229147715,-0.5169068966820274
4805745,G1-3,下行,2021-10-18 16:30:00,71,100,20211018163000,1,0.8457278217039732,-0.5336145159156115
3939066,G1-3,下行,2021-10-18 16:45:00,146,100,20211018164500,1,0.8350879763187433,-0.550116416595493
6219824,G1-3,下行,2021-10-18 17:00:00,154,100,20211018170000,1,0.7933533402912354,-0.6087614290087203
7055258,G1-3,下行,2021-10-18 17:15:00,159,100,20211018171500,1,0.7812481792047588,-0.6242205399450175
4323741,G1-3,下行,2021-10-18 17:30:00,166,100,20211018173000,1,0.7688418320734594,-0.639439001980585
5425720,G1-3,下行,2021-10-18 17:45:00,141,100,20211018174500,1,0.7561390817803229,-0.6544109481086103
527903,G1-3,下行,2021-10-18 18:00:00,153,100,20211018180000,1,0.7071067811865476,-0.7071067811865475
4816568,G1-3,下行,2021-10-18 18:15:00,174,100,20211018181500,1,0.6930873625456359,-0.7208535967029188
6197111,G1-3,下行,2021-10-18 18:30:00,140,100,20211018183000,1,0.678800745532942,-0.7343225094356853
2161791,G1-3,下行,2021-10-18 18:45:00,130,100,20211018184500,1,0.6642524379112819,-0.7475083268625966
29532,G1-3,下行,2021-10-18 19:00:00,107,100,20211018190000,1,0.6087614290087204,-0.7933533402912353
6192464,G1-3,下行,2021-10-18 19:15:00,126,100,20211018191500,1,0.5930676289532372,-0.8051526485628582
6200633,G1-3,下行,2021-10-18 19:30:00,143,100,20211018193000,1,0.5771451900372336,-0.8166415551616789
29608,G1-3,下行,2021-10-18 19:45:00,141,100,20211018194500,1,0.5610002506640102,-0.8278156308955019
4896964,G1-3,下行,2021-10-18 20:00:00,121,100,20211018200000,1,0.5000000000000003,-0.8660254037844385
8216643,G1-3,下行,2021-10-18 20:15:00,36,100,20211018201500,1,0.48290034380003755,-0.8756753153753996
31573,G1-3,下行,2021-10-18 20:30:00,24,100,20211018203000,1,0.4656145203251112,-0.884987637463042
6562467,G1-3,下行,2021-10-18 20:45:00,109,100,20211018204500,1,0.4481491935892226,-0.8939587799699321
4905533,G1-3,下行,2021-10-18 21:00:00,96,100,20211018210000,1,0.3826834323650899,-0.9238795325112867
1705721,G1-3,下行,2021-10-18 21:15:00,83,100,20211018211500,1,0.36447049987914965,-0.9312149347588036
2967269,G1-3,下行,2021-10-18 21:30:00,88,100,20211018213000,1,0.3461170570774933,-0.938191335922484
3804466,G1-3,下行,2021-10-18 21:45:00,30,100,20211018214500,1,0.3276301795616937,-0.9448060464668779
3440202,G1-3,下行,2021-10-18 22:00:00,21,100,20211018220000,1,0.2588190451025206,-0.9659258262890683
5197252,G1-3,下行,2021-10-18 22:15:00,77,100,20211018221500,1,0.23980446465501667,-0.9708212084269281
2100082,G1-3,下行,2021-10-18 22:30:00,83,100,20211018223000,1,0.22069743502150113,-0.9753423205085127
7319146,G1-3,下行,2021-10-18 22:45:00,74,100,20211018224500,1,0.2015053223256175,-0.9794874195590513
1141083,G1-3,下行,2021-10-18 23:00:00,60,100,20211018230000,1,0.130526192220052,-0.9914448613738104
5726966,G1-3,下行,2021-10-18 23:15:00,54,100,20211018231500,1,0.111035308554278,-0.9938164620563781
6171817,G1-3,下行,2021-10-18 23:30:00,51,100,20211018233000,1,0.09150161866340213,-0.9958049275746618
30281,G1-3,下行,2021-10-18 23:45:00,66,100,20211018234500,1,0.07193265315671947,-0.9974094913373519
7561080,G1-3,下行,2021-10-18 24:00:00,50,100,20211018240000,1,1.2246467991473532e-16,-1.0
3297528,G1-3,下行,2021-10-19 00:15:00,50,100,20211019001500,1,0.0196336924606283,0.9998072404820648
3824830,G1-3,下行,2021-10-19 00:30:00,30,100,20211019003000,1,0.03925981575906861,0.9992290362407229
7801393,G1-3,下行,2021-10-19 00:45:00,49,100,20211019004500,1,0.05887080365118903,0.9982656101847159
31481,G1-3,下行,2021-10-19 01:00:00,30,100,20211019010000,1,0.1305261922200516,0.9914448613738104
7711949,G1-3,下行,2021-10-19 01:15:00,35,100,20211019011500,1,0.149966755554045,0.9886910398241674
3085457,G1-3,下行,2021-10-19 01:30:00,36,100,20211019013000,1,0.16934950384902459,0.9855560590580777
6331914,G1-3,下行,2021-10-19 01:45:00,21,100,20211019014500,1,0.18866696468655522,0.9820411276703039
1589066,G1-3,下行,2021-10-19 02:00:00,31,100,20211019020000,1,0.2588190451025208,0.9659258262890683
1125171,G1-3,下行,2021-10-19 02:15:00,24,100,20211019021500,1,0.2777338458812922,0.9606580613579353
2949063,G1-3,下行,2021-10-19 02:30:00,31,100,20211019023000,1,0.296541574975571,0.9550199444571866
3219394,G1-3,下行,2021-10-19 02:45:00,12,100,20211019024500,1,0.31523498164776964,0.949013649188214
1373527,G1-3,下行,2021-10-19 03:00:00,11,100,20211019030000,1,0.3826834323650898,0.9238795325112867
4452080,G1-3,下行,2021-10-19 03:15:00,27,100,20211019031500,1,0.40074883310314097,0.916187957117136
2945944,G1-3,下行,2021-10-19 03:30:00,40,100,20211019033000,1,0.418659737537428,0.9081431738250814
30254,G1-3,下行,2021-10-19 03:45:00,18,100,20211019034500,1,0.43640924067334214,0.8997482840522214
558540,G1-3,下行,2021-10-19 04:00:00,43,100,20211019040000,1,0.5,0.8660254037844386
30856,G1-3,下行,2021-10-19 04:15:00,50,100,20211019041500,1,0.5169068966820275,0.8560416229147715
7363581,G1-3,下行,2021-10-19 04:30:00,46,100,20211019043000,1,0.5336145159156115,0.8457278217039733
5589033,G1-3,下行,2021-10-19 04:45:00,51,100,20211019044500,1,0.5501164165954933,0.8350879763187431
1252383,G1-3,下行,2021-10-19 05:00:00,45,100,20211019050000,1,0.6087614290087205,0.7933533402912353
5156697,G1-3,下行,2021-10-19 05:15:00,57,100,20211019051500,1,0.6242205399450177,0.7812481792047585
5946522,G1-3,下行,2021-10-19 05:30:00,59,100,20211019053000,1,0.6394390019805848,0.7688418320734595
1458503,G1-3,下行,2021-10-19 05:45:00,24,100,20211019054500,1,0.6544109481086103,0.7561390817803227
5799792,G1-3,下行,2021-10-19 06:00:00,14,100,20211019060000,1,0.7071067811865476,0.7071067811865476
781880,G1-3,下行,2021-10-19 06:15:00,73,100,20211019061500,1,0.7208535967029188,0.6930873625456359
541801,G1-3,下行,2021-10-19 06:30:00,102,100,20211019063000,1,0.7343225094356856,0.6788007455329418
2002416,G1-3,下行,2021-10-19 06:45:00,109,100,20211019064500,1,0.7475083268625967,0.6642524379112817
2118784,G1-3,下行,2021-10-19 07:00:00,136,100,20211019070000,1,0.7933533402912352,0.6087614290087207
4004459,G1-3,下行,2021-10-19 07:15:00,154,100,20211019071500,1,0.8051526485628583,0.5930676289532371
3830497,G1-3,下行,2021-10-19 07:30:00,164,100,20211019073000,1,0.8166415551616789,0.5771451900372336
5423867,G1-3,下行,2021-10-19 07:45:00,147,100,20211019074500,1,0.8278156308955021,0.5610002506640098
