flow,speed,time
16.0,69.0,2021-01-23 21:00:00
14.0,11.0,2021-01-23 21:15:00
9.0,41.0,2021-01-23 21:30:00
14.0,70.0,2021-01-23 21:45:00
20.0,88.0,2021-01-23 22:00:00
7.0,58.0,2021-01-23 22:15:00
7.0,79.0,2021-01-23 22:30:00
10.0,86.0,2021-01-23 22:45:00
9.0,86.0,2021-01-23 23:00:00
14.0,97.0,2021-01-23 23:15:00
11.0,96.0,2021-01-23 23:30:00
9.0,93.0,2021-01-23 23:45:00
7.0,100.0,2021-01-24 00:00:00
